NameRegion,Name,Region,Description,URL,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Figs1,Figs,1,"Originally a temperate species native to southwest Asia and the Mediterranean. The fig tree has significant cultural value to many different communities. The oldest living plant of known planting date is a fig tree known as the Sri Maha Bodhi planted in the temple at Anaradhapura, Sri Lanka by King Tissa in 288 B.C. ",,0,0,0,0,0,1,1,1,1,1,1,0
Figs2,Figs,2,"Originally a temperate species native to southwest Asia and the Mediterranean. The fig tree has significant cultural value to many different communities. The oldest living plant of known planting date is a fig tree known as the Sri Maha Bodhi planted in the temple at Anaradhapura, Sri Lanka by King Tissa in 288 B.C. ",,0,0,0,0,0,1,1,1,1,1,0,0
Figs3,Figs,3,"Originally a temperate species native to southwest Asia and the Mediterranean. The fig tree has significant cultural value to many different communities. The oldest living plant of known planting date is a fig tree known as the Sri Maha Bodhi planted in the temple at Anaradhapura, Sri Lanka by King Tissa in 288 B.C. ",,0,0,0,0,0,0,0,0,0,0,0,0
Figs4,Figs,4,"Originally a temperate species native to southwest Asia and the Mediterranean. The fig tree has significant cultural value to many different communities. The oldest living plant of known planting date is a fig tree known as the Sri Maha Bodhi planted in the temple at Anaradhapura, Sri Lanka by King Tissa in 288 B.C. ",,0,0,0,0,0,0,0,0,0,0,0,0
Figs5,Figs,5,"Originally a temperate species native to southwest Asia and the Mediterranean. The fig tree has significant cultural value to many different communities. The oldest living plant of known planting date is a fig tree known as the Sri Maha Bodhi planted in the temple at Anaradhapura, Sri Lanka by King Tissa in 288 B.C. ",,0,0,0,0,0,0,1,1,0,0,0,0
Garlic1,Garlic,1,"Garlic, a member of the Allium family, has been widely consumed for thousands of years. Garlic was placed by the ancient Greeks on the piles of stones at crossroads, as a supper for Hecate. Garlic was used as an antiseptic during both World Wars. ",,1,1,1,1,1,1,1,1,1,1,1,1
Garlic2,Garlic,2,"Garlic, a member of the Allium family, has been widely consumed for thousands of years. Garlic was placed by the ancient Greeks on the piles of stones at crossroads, as a supper for Hecate. Garlic was used as an antiseptic during both World Wars. ",,0,0,1,1,1,1,1,0,0,0,0,0
Garlic3,Garlic,3,"Garlic, a member of the Allium family, has been widely consumed for thousands of years. Garlic was placed by the ancient Greeks on the piles of stones at crossroads, as a supper for Hecate. Garlic was used as an antiseptic during both World Wars. ",,0,0,0,0,0,1,1,0,0,0,0,0
Garlic4,Garlic,4,"Garlic, a member of the Allium family, has been widely consumed for thousands of years. Garlic was placed by the ancient Greeks on the piles of stones at crossroads, as a supper for Hecate. Garlic was used as an antiseptic during both World Wars. ",,0,0,0,0,0,0,0,1,1,1,1,0
Garlic5,Garlic,5,"Garlic, a member of the Allium family, has been widely consumed for thousands of years. Garlic was placed by the ancient Greeks on the piles of stones at crossroads, as a supper for Hecate. Garlic was used as an antiseptic during both World Wars. ",,0,0,0,0,0,0,0,1,1,1,1,0
Garlic_Scapes1,Garlic Scapes,1,"Garlic scapes are the slim, serpentine flower stems that grow from the tops of hardneck garlic. They often have a grassier and less fiery flavor profile than the garlic bulb. ",,0,0,0,0,1,1,0,0,0,0,0,0
Garlic_Scapes2,Garlic Scapes,2,"Garlic scapes are the slim, serpentine flower stems that grow from the tops of hardneck garlic. They often have a grassier and less fiery flavor profile than the garlic bulb. ",,0,0,1,0,0,0,0,0,0,0,0,0
Garlic_Scapes3,Garlic Scapes,3,"Garlic scapes are the slim, serpentine flower stems that grow from the tops of hardneck garlic. They often have a grassier and less fiery flavor profile than the garlic bulb. ",,0,0,0,0,1,1,0,0,0,0,0,0
Garlic_Scapes4,Garlic Scapes,4,"Garlic scapes are the slim, serpentine flower stems that grow from the tops of hardneck garlic. They often have a grassier and less fiery flavor profile than the garlic bulb. ",,0,0,0,0,1,1,0,0,0,0,0,0
Garlic_Scapes5,Garlic Scapes,5,"Garlic scapes are the slim, serpentine flower stems that grow from the tops of hardneck garlic. They often have a grassier and less fiery flavor profile than the garlic bulb. ",,0,0,1,1,1,0,0,0,0,0,0,0
Ginger1,Ginger,1,"A root widely used as a spice and a folk medicine. Likely first domesticated by the Austronesian peoples. In the Caribbean, ginger is a popular spice for cooking and for making drinks such as sorrel, a drink made during the Christmas season. ",,0,0,0,0,0,0,0,1,1,1,1,0
Ginger2,Ginger,2,"A root widely used as a spice and a folk medicine. Likely first domesticated by the Austronesian peoples. In the Caribbean, ginger is a popular spice for cooking and for making drinks such as sorrel, a drink made during the Christmas season. ",,0,0,0,0,0,0,0,0,0,0,0,0
Ginger3,Ginger,3,"A root widely used as a spice and a folk medicine. Likely first domesticated by the Austronesian peoples. In the Caribbean, ginger is a popular spice for cooking and for making drinks such as sorrel, a drink made during the Christmas season. ",,0,0,0,0,0,0,0,0,0,0,0,0
Ginger4,Ginger,4,"A root widely used as a spice and a folk medicine. Likely first domesticated by the Austronesian peoples. In the Caribbean, ginger is a popular spice for cooking and for making drinks such as sorrel, a drink made during the Christmas season. ",,0,0,0,0,0,0,0,0,0,0,0,0
Ginger5,Ginger,5,"A root widely used as a spice and a folk medicine. Likely first domesticated by the Austronesian peoples. In the Caribbean, ginger is a popular spice for cooking and for making drinks such as sorrel, a drink made during the Christmas season. ",,0,0,0,0,0,0,0,0,0,0,0,0
Gooseberries1,Gooseberries,1,"The French for gooseberry is ""groiseille a maquereau"", translated as ""mackerel berries"", due to their use in a sauce for mackerel in old French cuisine. ""Gooseberry bush"" was 19th-century slang for pubic hair. ",,0,0,0,0,0,1,1,1,0,0,0,0
Gooseberries2,Gooseberries,2,"The French for gooseberry is ""groiseille a maquereau"", translated as ""mackerel berries"", due to their use in a sauce for mackerel in old French cuisine. ""Gooseberry bush"" was 19th-century slang for pubic hair. ",,0,0,0,0,0,1,1,0,0,0,0,0
Gooseberries3,Gooseberries,3,"The French for gooseberry is ""groiseille a maquereau"", translated as ""mackerel berries"", due to their use in a sauce for mackerel in old French cuisine. ""Gooseberry bush"" was 19th-century slang for pubic hair. ",,0,0,0,0,1,0,0,0,0,0,0,0
Gooseberries4,Gooseberries,4,"The French for gooseberry is ""groiseille a maquereau"", translated as ""mackerel berries"", due to their use in a sauce for mackerel in old French cuisine. ""Gooseberry bush"" was 19th-century slang for pubic hair. ",,0,0,0,0,0,1,1,0,0,0,0,0
Gooseberries5,Gooseberries,5,"The French for gooseberry is ""groiseille a maquereau"", translated as ""mackerel berries"", due to their use in a sauce for mackerel in old French cuisine. ""Gooseberry bush"" was 19th-century slang for pubic hair. ",,0,0,0,0,0,0,1,1,0,0,0,0
Grapefruit1,Grapefruit,1,"A subtropical citrus fruit noted for it's bitterness. Known as one of the ""Seven Wonders of Bardados"", the Grapefruit originated as an accidental cross between the sweet orange and the pomelo. The Ruby Red variety is a resulted of mutating Grapefruits using radiation in 1929, to give them their signature reddish tone. ",,1,1,1,1,1,1,1,1,1,1,1,1
Grapefruit2,Grapefruit,2,"A subtropical citrus fruit noted for it's bitterness. Known as one of the ""Seven Wonders of Bardados"", the Grapefruit originated as an accidental cross between the sweet orange and the pomelo. The Ruby Red variety is a resulted of mutating Grapefruits using radiation in 1929, to give them their signature reddish tone. ",,1,1,1,0,0,0,0,0,0,0,0,1
Grapefruit3,Grapefruit,3,"A subtropical citrus fruit noted for it's bitterness. Known as one of the ""Seven Wonders of Bardados"", the Grapefruit originated as an accidental cross between the sweet orange and the pomelo. The Ruby Red variety is a resulted of mutating Grapefruits using radiation in 1929, to give them their signature reddish tone. ",,0,0,0,0,0,0,0,0,0,0,0,0
Grapefruit4,Grapefruit,4,"A subtropical citrus fruit noted for it's bitterness. Known as one of the ""Seven Wonders of Bardados"", the Grapefruit originated as an accidental cross between the sweet orange and the pomelo. The Ruby Red variety is a resulted of mutating Grapefruits using radiation in 1929, to give them their signature reddish tone. ",,0,0,0,0,0,0,0,0,0,0,0,0
Grapefruit5,Grapefruit,5,"A subtropical citrus fruit noted for it's bitterness. Known as one of the ""Seven Wonders of Bardados"", the Grapefruit originated as an accidental cross between the sweet orange and the pomelo. The Ruby Red variety is a resulted of mutating Grapefruits using radiation in 1929, to give them their signature reddish tone. ",,0,0,0,0,0,0,0,0,0,0,0,0
Grapes1,Grapes,1,"A product of deciduous woody vines. Can be eaten fresh, preserved into jellies and jams, fermented into wine, distilled into piscos and brandies, and extracted for grape seed oil. Grape products, notable wine, are at the heart of the French Paradox. ",,0,0,0,0,1,1,1,1,1,1,1,1
Grapes2,Grapes,2,"A product of deciduous woody vines. Can be eaten fresh, preserved into jellies and jams, fermented into wine, distilled into piscos and brandies, and extracted for grape seed oil. Grape products, notable wine, are at the heart of the French Paradox. ",,0,0,0,0,0,1,1,1,1,1,0,0
Grapes3,Grapes,3,"A product of deciduous woody vines. Can be eaten fresh, preserved into jellies and jams, fermented into wine, distilled into piscos and brandies, and extracted for grape seed oil. Grape products, notable wine, are at the heart of the French Paradox. ",,0,0,0,0,0,0,0,1,1,1,0,0
Grapes4,Grapes,4,"A product of deciduous woody vines. Can be eaten fresh, preserved into jellies and jams, fermented into wine, distilled into piscos and brandies, and extracted for grape seed oil. Grape products, notable wine, are at the heart of the French Paradox. ",,0,0,0,0,0,1,1,1,1,1,0,0
Grapes5,Grapes,5,"A product of deciduous woody vines. Can be eaten fresh, preserved into jellies and jams, fermented into wine, distilled into piscos and brandies, and extracted for grape seed oil. Grape products, notable wine, are at the heart of the French Paradox. ",,0,0,0,0,0,0,0,1,1,1,0,0
Green_Beans1,Green Beans,1,"Although most modern, commercially grown green beans are ""stringless"", many organic and heirloom varieties still retain the ""string""- a hard, fibrous strand along the pod's length, which must be removed before cooking. ",,1,1,1,1,1,1,1,1,1,1,1,1
Green_Beans2,Green Beans,2,"Although most modern, commercially grown green beans are ""stringless"", many organic and heirloom varieties still retain the ""string""- a hard, fibrous strand along the pod's length, which must be removed before cooking. ",,0,0,0,0,0,1,1,1,1,1,1,1
Green_Beans3,Green Beans,3,"Although most modern, commercially grown green beans are ""stringless"", many organic and heirloom varieties still retain the ""string""- a hard, fibrous strand along the pod's length, which must be removed before cooking. ",,0,0,0,0,0,0,1,1,1,1,0,0
Green_Beans4,Green Beans,4,"Although most modern, commercially grown green beans are ""stringless"", many organic and heirloom varieties still retain the ""string""- a hard, fibrous strand along the pod's length, which must be removed before cooking. ",,0,0,0,0,0,1,1,1,1,1,0,0
Green_Beans5,Green Beans,5,"Although most modern, commercially grown green beans are ""stringless"", many organic and heirloom varieties still retain the ""string""- a hard, fibrous strand along the pod's length, which must be removed before cooking. ",,0,0,0,0,0,0,1,1,1,1,0,0
Green_Onions1,Green Onions,1,"Also known as Scallions. An important component for the preparation of dura hanh, which is served for Tet, the Vietnamese New Year. During the Seder, Persian Jews whip each other with Scallions before singing the song ""Dayenu"". ",,1,1,1,1,1,1,1,1,1,1,1,1
Green_Onions2,Green Onions,2,"Also known as Scallions. An important component for the preparation of dura hanh, which is served for Tet, the Vietnamese New Year. During the Seder, Persian Jews whip each other with Scallions before singing the song ""Dayenu"". ",,1,1,1,1,1,1,0,0,0,0,0,0
Green_Onions3,Green Onions,3,"Also known as Scallions. An important component for the preparation of dura hanh, which is served for Tet, the Vietnamese New Year. During the Seder, Persian Jews whip each other with Scallions before singing the song ""Dayenu"". ",,0,0,0,0,1,1,1,1,1,0,0,0
Green_Onions4,Green Onions,4,"Also known as Scallions. An important component for the preparation of dura hanh, which is served for Tet, the Vietnamese New Year. During the Seder, Persian Jews whip each other with Scallions before singing the song ""Dayenu"". ",,0,0,0,0,0,1,1,1,1,0,0,0
Green_Onions5,Green Onions,5,"Also known as Scallions. An important component for the preparation of dura hanh, which is served for Tet, the Vietnamese New Year. During the Seder, Persian Jews whip each other with Scallions before singing the song ""Dayenu"". ",,0,0,0,1,1,1,1,1,1,1,0,0
Ground_Cherries1,Ground Cherries,1,"A member of the nightshade family, mostly indegineous to the Americas. Also referred to as Inca Berries. Sometimes grown as ornamental plants. ",,0,0,0,0,0,1,1,1,1,1,1,0
Ground_Cherries2,Ground Cherries,2,"A member of the nightshade family, mostly indegineous to the Americas. Also referred to as Inca Berries. Sometimes grown as ornamental plants. ",,0,0,0,0,0,1,1,1,1,1,1,0
Ground_Cherries3,Ground Cherries,3,"A member of the nightshade family, mostly indegineous to the Americas. Also referred to as Inca Berries. Sometimes grown as ornamental plants. ",,0,0,0,0,0,1,1,1,1,1,0,0
Ground_Cherries4,Ground Cherries,4,"A member of the nightshade family, mostly indegineous to the Americas. Also referred to as Inca Berries. Sometimes grown as ornamental plants. ",,0,0,0,0,1,1,1,1,1,0,0,0
Ground_Cherries5,Ground Cherries,5,"A member of the nightshade family, mostly indegineous to the Americas. Also referred to as Inca Berries. Sometimes grown as ornamental plants. ",,0,0,0,0,0,0,1,1,1,1,1,0
Horseradish1,Horseradish,1,"Often dyed green and disguised as Wasabi in American sushi restaurants, Horseradish is in the same family as Wasabi and Mustard. Both George Washington and Thomas Jefferson mention horseradish in their garden accounts.",,1,1,1,1,1,1,1,1,1,1,1,1
Horseradish2,Horseradish,2,"Often dyed green and disguised as Wasabi in American sushi restaurants, Horseradish is in the same family as Wasabi and Mustard. Both George Washington and Thomas Jefferson mention horseradish in their garden accounts.",,1,1,1,1,0,0,0,0,1,1,1,1
Horseradish3,Horseradish,3,"Often dyed green and disguised as Wasabi in American sushi restaurants, Horseradish is in the same family as Wasabi and Mustard. Both George Washington and Thomas Jefferson mention horseradish in their garden accounts.",,1,1,1,1,0,0,0,0,0,1,1,1
Horseradish4,Horseradish,4,"Often dyed green and disguised as Wasabi in American sushi restaurants, Horseradish is in the same family as Wasabi and Mustard. Both George Washington and Thomas Jefferson mention horseradish in their garden accounts.",,1,1,1,1,0,0,0,0,0,1,1,1
Horseradish5,Horseradish,5,"Often dyed green and disguised as Wasabi in American sushi restaurants, Horseradish is in the same family as Wasabi and Mustard. Both George Washington and Thomas Jefferson mention horseradish in their garden accounts.",,1,1,1,1,0,0,0,0,0,1,1,1
Jicama1,Jicama,1,"A native Mexican vine, although the name usually only refers to the edible root. In Indonesia, Jicama is known as bengkuang. Padang, a city in West Sumatra, is called ""city of bengkuang"". ",,0,0,0,0,0,0,0,0,0,0,0,0
Jicama2,Jicama,2,"A native Mexican vine, although the name usually only refers to the edible root. In Indonesia, Jicama is known as bengkuang. Padang, a city in West Sumatra, is called ""city of bengkuang"". ",,1,1,1,0,0,0,0,0,0,0,1,1
Jicama3,Jicama,3,"A native Mexican vine, although the name usually only refers to the edible root. In Indonesia, Jicama is known as bengkuang. Padang, a city in West Sumatra, is called ""city of bengkuang"". ",,0,0,0,0,0,0,0,0,0,0,0,0
Jicama4,Jicama,4,"A native Mexican vine, although the name usually only refers to the edible root. In Indonesia, Jicama is known as bengkuang. Padang, a city in West Sumatra, is called ""city of bengkuang"". ",,0,0,0,0,0,0,0,0,0,0,0,0
Jicama5,Jicama,5,"A native Mexican vine, although the name usually only refers to the edible root. In Indonesia, Jicama is known as bengkuang. Padang, a city in West Sumatra, is called ""city of bengkuang"". ",,0,0,0,0,0,0,0,0,0,0,0,0
Kale1,Kale,1,"A hard, leafy relative of the cabbage. An intergral part of the Dig for Victory campaign in the United Kingdom during the Second World War. A primary ingredient for the Dutch winter dish Boerenkoolstamppot. ",,1,1,1,1,1,1,1,1,1,1,1,1
Kale2,Kale,2,"A hard, leafy relative of the cabbage. An intergral part of the Dig for Victory campaign in the United Kingdom during the Second World War. A primary ingredient for the Dutch winter dish Boerenkoolstamppot. ",,1,1,1,1,1,0,0,0,0,0,1,1
Kale3,Kale,3,"A hard, leafy relative of the cabbage. An intergral part of the Dig for Victory campaign in the United Kingdom during the Second World War. A primary ingredient for the Dutch winter dish Boerenkoolstamppot. ",,0,0,0,0,0,0,0,0,1,1,1,0
Kale4,Kale,4,"A hard, leafy relative of the cabbage. An intergral part of the Dig for Victory campaign in the United Kingdom during the Second World War. A primary ingredient for the Dutch winter dish Boerenkoolstamppot. ",,0,0,0,0,0,1,1,1,1,1,1,0
Kale5,Kale,5,"A hard, leafy relative of the cabbage. An intergral part of the Dig for Victory campaign in the United Kingdom during the Second World War. A primary ingredient for the Dutch winter dish Boerenkoolstamppot. ",,0,0,0,0,0,0,0,0,1,1,1,0
Kiwi1,Kiwi,1,"China produces half of the world's supply of Kiwis, although its name refers to the bird from New Zealand, as a result of a marketing campaign in the mid-twentieth century. ",,1,1,1,1,1,0,0,0,1,1,1,1
Kiwi2,Kiwi,2,"China produces half of the world's supply of Kiwis, although its name refers to the bird from New Zealand, as a result of a marketing campaign in the mid-twentieth century. ",,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi3,Kiwi,3,"China produces half of the world's supply of Kiwis, although its name refers to the bird from New Zealand, as a result of a marketing campaign in the mid-twentieth century. ",,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi4,Kiwi,4,"China produces half of the world's supply of Kiwis, although its name refers to the bird from New Zealand, as a result of a marketing campaign in the mid-twentieth century. ",,0,0,0,0,0,0,0,0,0,0,0,0
Kiwi5,Kiwi,5,"China produces half of the world's supply of Kiwis, although its name refers to the bird from New Zealand, as a result of a marketing campaign in the mid-twentieth century. ",,0,0,0,0,0,0,0,0,1,1,1,0
Kohlrabi1,Kohlrabi,1,"Also known as a German Turnip, although it is not the same species as turnip. Kohlrabi is popular in American states with large ancestral German populations, such as Wisconsin. ",,1,1,1,1,1,1,1,1,0,1,1,1
Kohlrabi2,Kohlrabi,2,"Also known as a German Turnip, although it is not the same species as turnip. Kohlrabi is popular in American states with large ancestral German populations, such as Wisconsin. ",,1,1,1,1,1,0,0,0,0,1,1,1
Kohlrabi3,Kohlrabi,3,"Also known as a German Turnip, although it is not the same species as turnip. Kohlrabi is popular in American states with large ancestral German populations, such as Wisconsin. ",,0,0,0,0,0,1,1,0,1,1,0,0
Kohlrabi4,Kohlrabi,4,"Also known as a German Turnip, although it is not the same species as turnip. Kohlrabi is popular in American states with large ancestral German populations, such as Wisconsin. ",,0,0,0,0,1,1,0,0,1,1,0,0
Kohlrabi5,Kohlrabi,5,"Also known as a German Turnip, although it is not the same species as turnip. Kohlrabi is popular in American states with large ancestral German populations, such as Wisconsin. ",,0,0,0,0,0,1,1,1,1,1,1,0
Lavender1,Lavender,1,"Lavender is native to the Old World, from Cape Verde and the Canary Islands to Southeast India. Queen Elizabeth was a notable lover of Lavender jam. ",,0,0,0,0,0,0,1,1,1,1,0,0
Lavender2,Lavender,2,"Lavender is native to the Old World, from Cape Verde and the Canary Islands to Southeast India. Queen Elizabeth was a notable lover of Lavender jam. ",,0,0,0,0,0,0,1,1,1,1,0,0
Lavender3,Lavender,3,"Lavender is native to the Old World, from Cape Verde and the Canary Islands to Southeast India. Queen Elizabeth was a notable lover of Lavender jam. ",,0,0,0,0,0,0,1,1,1,1,0,0
Lavender4,Lavender,4,"Lavender is native to the Old World, from Cape Verde and the Canary Islands to Southeast India. Queen Elizabeth was a notable lover of Lavender jam. ",,0,0,0,0,0,0,1,1,1,1,0,0
Lavender5,Lavender,5,"Lavender is native to the Old World, from Cape Verde and the Canary Islands to Southeast India. Queen Elizabeth was a notable lover of Lavender jam. ",,0,0,0,0,0,0,1,1,1,0,0,0
Lambs_Quarters1,Lamb's Quarters,1,"Refers to various edible species of goosefoot, or pigweed. As a rule, the British English spelling uses two terms with or without hypen though usually with an apostrophe, while the American English spelling uses one word. The name is derived from the English harvest festival Lammas quarter. ",,1,1,1,1,1,1,1,1,1,1,1,1
Lambs_Quarters2,Lamb's Quarters,2,"Refers to various edible species of goosefoot, or pigweed. As a rule, the British English spelling uses two terms with or without hypen though usually with an apostrophe, while the American English spelling uses one word. The name is derived from the English harvest festival Lammas quarter. ",,0,0,1,1,1,1,1,1,1,1,1,0
Lambs_Quarters3,Lamb's Quarters,3,"Refers to various edible species of goosefoot, or pigweed. As a rule, the British English spelling uses two terms with or without hypen though usually with an apostrophe, while the American English spelling uses one word. The name is derived from the English harvest festival Lammas quarter. ",,0,0,0,0,1,1,1,1,1,1,0,0
Lambs_Quarters4,Lamb's Quarters,4,"Refers to various edible species of goosefoot, or pigweed. As a rule, the British English spelling uses two terms with or without hypen though usually with an apostrophe, while the American English spelling uses one word. The name is derived from the English harvest festival Lammas quarter. ",,0,0,0,1,1,1,1,1,1,1,0,0
Lambs_Quarters5,Lamb's Quarters,5,"Refers to various edible species of goosefoot, or pigweed. As a rule, the British English spelling uses two terms with or without hypen though usually with an apostrophe, while the American English spelling uses one word. The name is derived from the English harvest festival Lammas quarter. ",,0,0,1,1,1,1,1,1,1,1,1,0
Leeks1,Leeks,1,"Often a part of a traditional bouqet garni. In France, leeks are called ""asperge du pauvre"", or Poor Man's Asparagus. An important ingredient in vichyssoise. Emperor Nero believed the consumption of leeks improved the quality of his voice. The Welsch wear Leeks and Daffodils on St. David's Day. ",,1,1,1,1,1,1,1,1,1,1,1,1
Leeks2,Leeks,2,"Often a part of a traditional bouqet garni. In France, leeks are called ""asperge du pauvre"", or Poor Man's Asparagus. An important ingredient in vichyssoise. Emperor Nero believed the consumption of leeks improved the quality of his voice. The Welsch wear Leeks and Daffodils on St. David's Day. ",,0,0,0,1,1,1,1,1,0,0,0,0
Leeks3,Leeks,3,"Often a part of a traditional bouqet garni. In France, leeks are called ""asperge du pauvre"", or Poor Man's Asparagus. An important ingredient in vichyssoise. Emperor Nero believed the consumption of leeks improved the quality of his voice. The Welsch wear Leeks and Daffodils on St. David's Day. ",,0,0,0,0,0,0,0,1,1,1,0,0
Leeks4,Leeks,4,"Often a part of a traditional bouqet garni. In France, leeks are called ""asperge du pauvre"", or Poor Man's Asparagus. An important ingredient in vichyssoise. Emperor Nero believed the consumption of leeks improved the quality of his voice. The Welsch wear Leeks and Daffodils on St. David's Day. ",,0,0,0,0,0,0,0,1,1,1,0,0
Leeks5,Leeks,5,"Often a part of a traditional bouqet garni. In France, leeks are called ""asperge du pauvre"", or Poor Man's Asparagus. An important ingredient in vichyssoise. Emperor Nero believed the consumption of leeks improved the quality of his voice. The Welsch wear Leeks and Daffodils on St. David's Day. ",,1,1,1,1,0,0,0,0,1,1,1,1
Lemongrass1,Lemongrass,1,"Known for its strong, citrussy scent. Lemongrass is the primary ingredient of van van oil, one of the most popular oils in Hoodoo evocations. ",,0,0,0,0,0,1,1,1,1,1,1,0
Lemongrass2,Lemongrass,2,"Known for its strong, citrussy scent. Lemongrass is the primary ingredient of van van oil, one of the most popular oils in Hoodoo evocations. ",,1,1,1,1,1,1,1,1,1,1,1,1
Lemongrass3,Lemongrass,3,"Known for its strong, citrussy scent. Lemongrass is the primary ingredient of van van oil, one of the most popular oils in Hoodoo evocations. ",,0,0,0,0,0,0,0,0,0,0,0,0
Lemongrass4,Lemongrass,4,"Known for its strong, citrussy scent. Lemongrass is the primary ingredient of van van oil, one of the most popular oils in Hoodoo evocations. ",,0,0,0,0,0,0,0,0,0,0,0,0
Lemongrass5,Lemongrass,5,"Known for its strong, citrussy scent. Lemongrass is the primary ingredient of van van oil, one of the most popular oils in Hoodoo evocations. ",,0,0,0,0,0,0,0,0,0,0,0,0
Lemons1,Lemons,1,"Believe to originate in Assam or northern Burma. James Lind insisted on adding lemon juice to the diets of seamen, in an attempt to stave off scurvy. Lemons can be used as batteries, and several can be used to power a digital watch. ",,1,1,1,1,1,1,1,1,1,1,1,1
Lemons2,Lemons,2,"Believe to originate in Assam or northern Burma. James Lind insisted on adding lemon juice to the diets of seamen, in an attempt to stave off scurvy. Lemons can be used as batteries, and several can be used to power a digital watch. ",,1,1,0,0,0,0,0,0,0,0,1,1
Lemons3,Lemons,3,"Believe to originate in Assam or northern Burma. James Lind insisted on adding lemon juice to the diets of seamen, in an attempt to stave off scurvy. Lemons can be used as batteries, and several can be used to power a digital watch. ",,0,0,0,0,0,0,0,0,0,0,0,0
Lemons4,Lemons,4,"Believe to originate in Assam or northern Burma. James Lind insisted on adding lemon juice to the diets of seamen, in an attempt to stave off scurvy. Lemons can be used as batteries, and several can be used to power a digital watch. ",,0,0,0,0,0,0,0,0,0,0,0,0
Lemons5,Lemons,5,"Believe to originate in Assam or northern Burma. James Lind insisted on adding lemon juice to the diets of seamen, in an attempt to stave off scurvy. Lemons can be used as batteries, and several can be used to power a digital watch. ",,0,0,0,0,0,0,0,0,0,0,0,0
Lettuce1,Lettuce,1,"A leafy member of the Daisy family, originally cultivated by ancient Egyptians, who considered it a symbol of sexual prowess, a view also shared by ancient Rome. Alternatively, the Greeks connected the plant to male impotency, causing great confusion for the entire region. ",,1,1,1,1,1,1,1,1,1,1,1,1
Lettuce2,Lettuce,2,"A leafy member of the Daisy family, originally cultivated by ancient Egyptians, who considered it a symbol of sexual prowess, a view also shared by ancient Rome. Alternatively, the Greeks connected the plant to male impotency, causing great confusion for the entire region. ",,1,1,1,1,1,0,0,0,0,1,1,1
Lettuce3,Lettuce,3,"A leafy member of the Daisy family, originally cultivated by ancient Egyptians, who considered it a symbol of sexual prowess, a view also shared by ancient Rome. Alternatively, the Greeks connected the plant to male impotency, causing great confusion for the entire region. ",,0,0,0,0,1,1,1,1,1,1,0,0
Lettuce4,Lettuce,4,"A leafy member of the Daisy family, originally cultivated by ancient Egyptians, who considered it a symbol of sexual prowess, a view also shared by ancient Rome. Alternatively, the Greeks connected the plant to male impotency, causing great confusion for the entire region. ",,0,0,0,1,1,1,0,0,1,1,0,0
Lettuce5,Lettuce,5,"A leafy member of the Daisy family, originally cultivated by ancient Egyptians, who considered it a symbol of sexual prowess, a view also shared by ancient Rome. Alternatively, the Greeks connected the plant to male impotency, causing great confusion for the entire region. ",,0,0,0,0,1,1,1,1,1,1,1,0
Lima_Beans1,Lima Beans,1,"Traditionally found in Meso- and South America. The Moche Culture often depicted Lima Beans in their art. In America, when served mixed with Sweet Corn, it is referred to as succotash. ",,0,0,0,0,0,0,1,1,0,0,0,0
Lima_Beans2,Lima Beans,2,"Traditionally found in Meso- and South America. The Moche Culture often depicted Lima Beans in their art. In America, when served mixed with Sweet Corn, it is referred to as succotash. ",,0,0,0,0,0,1,1,1,1,1,1,0
Lima_Beans3,Lima Beans,3,"Traditionally found in Meso- and South America. The Moche Culture often depicted Lima Beans in their art. In America, when served mixed with Sweet Corn, it is referred to as succotash. ",,0,0,0,0,0,0,0,0,1,1,0,0
Lima_Beans4,Lima Beans,4,"Traditionally found in Meso- and South America. The Moche Culture often depicted Lima Beans in their art. In America, when served mixed with Sweet Corn, it is referred to as succotash. ",,0,0,0,0,0,0,0,0,1,1,0,0
Lima_Beans5,Lima Beans,5,"Traditionally found in Meso- and South America. The Moche Culture often depicted Lima Beans in their art. In America, when served mixed with Sweet Corn, it is referred to as succotash. ",,0,0,0,0,0,0,1,1,1,1,0,0
Mandarins1,Mandarins,1,"As one of the original citrus species, Mandarins are the ancestors to many of the hybrid citrus cultivars. The Mandarin is a symbol of abundance and good fortune during Chinese New Year. Sometimes included in Christmas stockings in America and Canada. ",,1,1,1,1,0,0,0,0,0,0,1,1
Mandarins2,Mandarins,2,"As one of the original citrus species, Mandarins are the ancestors to many of the hybrid citrus cultivars. The Mandarin is a symbol of abundance and good fortune during Chinese New Year. Sometimes included in Christmas stockings in America and Canada. ",,1,1,0,0,0,0,0,0,1,1,1,1
Mandarins3,Mandarins,3,"As one of the original citrus species, Mandarins are the ancestors to many of the hybrid citrus cultivars. The Mandarin is a symbol of abundance and good fortune during Chinese New Year. Sometimes included in Christmas stockings in America and Canada. ",,0,0,0,0,0,0,0,0,0,0,0,0
Mandarins4,Mandarins,4,"As one of the original citrus species, Mandarins are the ancestors to many of the hybrid citrus cultivars. The Mandarin is a symbol of abundance and good fortune during Chinese New Year. Sometimes included in Christmas stockings in America and Canada. ",,0,0,0,0,0,0,0,0,0,0,0,0
